movieId,title,genresV
26564,round midnight,0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
26565,asterix in britain,0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|0|1|0|0
26566,best of times,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
26567,club paradise,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
26582,solarbabies,0|0|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
26585,better tomorrow a,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
26587,decalogue the dekalog,0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
26603,prince of darkness,0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0
26606,chinese ghost story,0|1|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0
26608,street smart,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
26612,better tomorrow ii,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
26614,bourne identity the,1|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|1|0
26622,dominick and eugene,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
26629,killer klowns from,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
26630,moonwalker,0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
26634,pascali s island,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
26647,world apart a,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
26649,lonesome dove,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|1
26662,kiki s delivery,0|0|0|0|0|0|0|1|1|0|1|0|1|0|0|0|0|1|0|0
26663,monsieur hire,0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
26680,cry baby,0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
26681,bullet in the,0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0
26684,frankenhooker,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
26686,ghost dad,0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
26688,hard to kill,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0
26689,havana,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
26691,i hired a,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
26693,it,1|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|1|0
26694,ju dou,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
26695,krays the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
26698,narrow margin,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
26700,nuns on the,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
26701,patlabor the movie,1|0|0|1|0|1|1|1|0|0|1|0|0|1|0|0|0|0|1|0
26703,riff raff,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
26704,state of grace,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
26712,up,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
26713,days of being,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
26717,begotten,0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
26726,dutch,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
26728,guilty by suspicion,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
26729,hearts of darkness,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
26731,homicide,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
26734,kiss before dying,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
26737,light sleeper,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
26744,once around,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
26745,other people s,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
26746,out for justice,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
26749,prospero s books,0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
26750,quigley down under,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|1
26751,rubin and ed,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
26755,stone cold,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0
26758,all the mornings,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
26774,innocent blood,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
26776,porco rosso crimson,0|1|0|0|0|0|0|0|1|0|1|0|1|0|0|1|0|0|0|0
26782,mambo kings the,0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
26784,night and the,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
26788,story of qiu,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
26791,shining through,0|1|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1|0
26796,heart in winter,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
26810,bad boy bubby,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
26812,barbarians at the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
26819,fortress,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
26838,snapper the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
26840,sonatine sonachine,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|1|0|0|0|0
26841,splitting heirs,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
26843,three of hearts,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
26854,darkman ii return,0|0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0
26865,fist of legend,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
26870,major league ii,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
26875,pure formality a,1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1|0
26901,last of the,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
26903,whisper of the,0|1|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0
26913,street fighter ii,0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0
26925,cannibal the musical,0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1|0|0|0|1
26928,summer s tale,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
26934,god of cookery,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
26937,jack frost,0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
26947,pusher,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
26948,robinson crusoe daniel,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
26965,boxer the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
26973,snow white a,0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
26974,gummo,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
26982,men with guns,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27002,from the earth,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|1|0
27005,interview the,1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
27006,rko,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27020,gia,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27032,who am i,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|1|0|0|1|0
27033,kingdom ii the,1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27040,rogue trader,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
27044,breast men,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
27046,murder of crows,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
27064,batman mr freeze,0|0|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|1|0|0
27067,pentagon wars the,0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0
27073,two hands,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0
27075,addams family reunion,0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|1|0|0
27095,hole the dong,0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
27109,lady snowblood shurayukihime,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
27114,takedown,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
27136,godson the,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
27155,batman superman movie,0|0|0|1|0|0|0|0|1|0|1|0|1|1|0|0|0|1|0|0
27156,neon genesis evangelion,0|0|0|1|0|0|0|1|1|0|1|0|0|1|0|0|0|0|0|0
27166,venus beauty institute,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
27192,prophecy the ascent,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
27193,taxi,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
27212,essex boys,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
27216,katsastus,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
27217,radiohead meeting people,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
27251,th kingdom the,0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0
27266,,0|1|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
27309,restless levottomat,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27311,batman beyond return,0|0|0|1|0|0|1|0|0|0|1|0|0|1|0|0|0|0|1|0
27317,audition dishon,1|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
27327,mimic,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
27328,monday,0|0|0|0|0|0|1|0|1|0|0|0|0|1|0|1|0|0|1|0
27338,the hole,1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
27340,sleeping dictionary the,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27347,good advice,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
27351,spiral,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
27366,werckmeister harmonies werckmeister,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27368,asterix obelix mission,0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0
27373,,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27376,tunnel the tunnel,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0
27392,run ronnie run,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
27397,joint security area,1|0|0|0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|1|0
27402,dagon,1|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0
27408,ripley s game,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
27416,jalla jalla,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
27432,beautiful country the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27434,darkness,1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
27441,blood the last,0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0
27450,blueberry,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
27456,shackleton s antarctic,0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
27473,american psycho ii,1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0
27477,samurai samourais,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
27478,ali g indahouse,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
27482,cube hypercube,1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
27488,stark raving mad,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|1|0|0|0|0
27491,pulse kairo,1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
27497,lost battalion the,0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0
27515,balzac and the,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27523,my sassy girl,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
27524,gathering the,1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
27528,warrior the,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
27537,nothing,1|0|0|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
27544,waterboys,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
27563,happiness of the,0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
27564,sex is comedy,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
27584,dead end,1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0
27592,sympathy for mr,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
27608,immortel ad vitam,0|0|0|1|0|0|0|0|1|0|1|0|1|1|0|0|0|0|0|0
27611,battlestar galactica,0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
27618,sound of thunder,0|0|0|1|0|0|0|1|0|0|0|0|1|1|0|0|0|0|1|0
27639,twin sisters de,0|1|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
27643,pahat pojat,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0
27644,remember me ricordati,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
27648,bright young things,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
27660,animatrix the,0|0|0|1|0|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0
27664,brown bunny the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27667,ju on the,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
27674,,1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|1|0
27685,bring it on,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
27689,crimson rivers angels,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
27692,and starring pancho,0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|1|0|0|0|0
27700,evil ondskan,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27704,battle royale requiem,0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|1|0
27705,in hell,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0
27706,lemony snicket s,0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1|0|1|0|0
27719,levottomat,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
27721,very long engagement,1|1|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
27722,last life in,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27727,head on gegen,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27728,ghost in the,0|0|0|1|0|0|0|1|0|0|1|0|0|1|0|0|0|0|1|0
27731,cat returns the,0|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|0|1|0|0
27741,twilight samurai the,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27746,ginger snaps unleashed,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
27760,when the last,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27762,comic book the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
27765,trauma,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
27768,intimate strangers confidences,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27772,ju on the,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
27773,old boy,1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
27776,red lights feux,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27784,one missed call,1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
27788,jacket the,1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
27790,millions,0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|1|0|1|0|0
27792,saddest music in,0|1|0|0|0|0|0|1|1|1|0|0|0|0|0|1|0|0|0|0
27793,starship troopers hero,0|0|0|1|1|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0
27800,interstella the tory,0|0|0|1|0|0|0|0|1|1|1|0|1|0|0|0|0|0|0|0
27801,ong bak the,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
27802,infernal affairs mou,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
27803,sea inside the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27808,spanglish,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
27811,buddy,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
27815,chorus the choristes,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27816,saints and soldiers,0|0|0|0|0|0|0|1|0|0|0|1|1|1|0|0|0|0|0|0
27820,story of the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0
27821,interpreter the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
27822,open water,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
27828,memory of a,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
27830,bobby jones stroke,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27831,layer cake,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
27833,silver city,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|1|0
27834,return the vozvrashcheniye,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27837,flight of the,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
27838,mean creek,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
27839,ring two the,1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
27846,corporation the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
27849,vibrator,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27850,yes men the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
27865,azumi,0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|1|0
27869,tae guk gi,0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0
27871,something the lord,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27873,metallica some kind,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
27878,born into brothels,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
27879,dig,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
27882,riding giants,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
27888,when will i,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
27899,what the do,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|1|0|0|0
27904,scanner darkly a,1|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0
27905,casshern,0|0|0|1|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0
27912,outfoxed rupert murdoch,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
30707,million dollar baby,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
30712,narrow margin the,0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0
30749,hotel rwanda,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
30791,hellraiser inferno,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
30793,charlie and the,0|0|1|0|0|0|0|0|1|0|0|0|1|0|0|1|0|1|0|0
30803,iron bin jip,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
30810,life aquatic with,0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0
30812,aviator the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
30816,phantom of the,0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
30818,beyond the sea,0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
30820,woodsman the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
30822,in good company,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
30825,meet the fockers,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
30846,assassination of richard,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
30848,love song for,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
30850,merchant of venice,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
30861,captain kidd,0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|0|0
30894,white noise,1|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
30898,upside of anger,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
30949,grateful dead movie,0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0
30952,last train from,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1
31000,sweet liberty,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
31026,phantom of the,0|0|0|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
31030,i remember mama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
31035,testament,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
31038,smooth talk,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
31042,hell s angels,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
31083,man trouble,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
31086,battles without honor,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
31101,stander,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0
31104,hester street,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
31116,sergeant york,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
31140,madame rosa la,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
31162,life and death,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
31165,badge the,1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
31184,appleseed appurush do,0|0|0|1|0|0|0|0|1|0|1|0|0|1|0|0|0|0|0|0
31193,many adventures of,0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0
31221,elektra,0|0|0|0|0|0|1|1|0|0|0|0|1|1|0|0|0|0|0|0
31225,coach carter,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
31251,iceman,0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
31255,ice station zebra,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
31260,boys town,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
31270,shivers they came,0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
31297,gold diggers of,0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
31309,rocco and his,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
31337,mortal storm the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
31347,christmas in july,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
31349,i married a,0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
31364,memories of murder,1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
31367,chase the,0|1|0|0|0|0|1|0|0|0|0|0|1|1|0|1|0|0|1|0
31374,hobson s choice,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
31410,downfall untergang der,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
31420,assault on precinct,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
31422,are we there,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0
31424,alone in the,0|0|0|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
31427,hide and seek,1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
31429,aliens of the,0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
31431,boogeyman,1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
31433,wedding date the,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
31437,nobody knows dare,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
31445,employee of the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
31447,magic in the,0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0
31467,great white hope,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
